cfg,seed,instance,pop,iteration,best_su,best_csr,best_placed
MOGWO,1,350,30,393,57.9853,75.0000,68
MOGWO,1,350,30,394,57.9853,75.0000,68
MOGWO,1,350,30,395,57.9853,75.0000,68
MOGWO,1,350,30,396,57.9853,75.0000,68
MOGWO,1,350,30,397,57.9853,75.0000,68
MOGWO,1,350,30,398,57.9853,75.0000,68
MOGWO,1,350,30,399,57.9853,75.0000,68
MOGWO,1,350,30,400,57.9853,75.0000,68
MOGWO,1,350,30,401,57.9853,75.0000,68
MOGWO,1,350,30,402,57.9853,75.0000,68
MOGWO,1,350,30,403,57.9853,75.0000,68
MOGWO,1,350,30,404,57.9853,75.0000,68
MOGWO,1,350,30,405,57.9853,75.0000,68
MOGWO,1,350,30,406,57.9853,75.0000,68
MOGWO,1,350,30,407,57.9853,75.0000,68
MOGWO,1,350,30,408,57.9853,75.0000,68
MOGWO,1,350,30,409,57.9853,75.0000,68
MOGWO,1,350,30,410,57.9853,75.0000,68
MOGWO,1,350,30,411,57.9853,75.0000,68
MOGWO,1,350,30,412,57.9853,75.0000,68
MOGWO,1,350,30,413,57.9853,75.0000,68
MOGWO,1,350,30,414,57.9853,75.0000,68
MOGWO,1,350,30,415,57.9853,75.0000,68
MOGWO,1,350,30,416,57.9853,75.0000,68
MOGWO,1,350,30,417,57.9853,75.0000,68
MOGWO,1,350,30,418,57.9853,75.0000,68
MOGWO,1,350,30,419,57.9853,75.0000,68
MOGWO,1,350,30,420,57.9853,75.0000,68
MOGWO,1,350,30,421,57.9853,75.0000,68
MOGWO,1,350,30,422,57.9853,75.0000,68
MOGWO,1,350,30,423,57.9853,75.0000,68
MOGWO,1,350,30,424,57.9853,75.0000,68
MOGWO,1,350,30,425,57.9853,75.0000,68
MOGWO,1,350,30,426,57.9853,75.0000,68
MOGWO,1,350,30,427,57.9853,75.0000,68
MOGWO,1,350,30,428,57.9853,75.0000,68
MOGWO,1,350,30,429,57.9853,75.0000,68
MOGWO,1,350,30,430,57.9853,75.0000,68
MOGWO,1,350,30,431,57.9853,75.0000,68
MOGWO,1,350,30,432,57.9853,75.0000,68
MOGWO,1,350,30,433,57.9853,75.0000,68
MOGWO,1,350,30,434,57.9853,75.0000,68
