cfg,seed,instance,pop,iteration,best_su,best_csr,best_placed
SEQ,1,350,30,467,67.0037,65.8537,82
SEQ,1,350,30,468,67.0037,65.8537,82
SEQ,1,350,30,469,67.0037,65.8537,82
SEQ,1,350,30,470,67.0037,65.8537,82
SEQ,1,350,30,471,67.0037,65.8537,82
SEQ,1,350,30,472,67.0037,65.8537,82
SEQ,1,350,30,473,67.0037,65.8537,82
SEQ,1,350,30,474,67.0037,65.8537,82
SEQ,1,350,30,475,67.0037,65.8537,82
SEQ,1,350,30,476,67.0037,65.8537,82
SEQ,1,350,30,477,67.0037,65.8537,82
SEQ,1,350,30,478,67.0037,65.8537,82
SEQ,1,350,30,479,67.0037,65.8537,82
SEQ,1,350,30,480,67.0037,65.8537,82
SEQ,1,350,30,481,67.0037,65.8537,82
SEQ,1,350,30,482,67.0037,65.8537,82
SEQ,1,350,30,483,67.0037,65.8537,82
SEQ,1,350,30,484,67.0037,65.8537,82
SEQ,1,350,30,485,67.0037,65.8537,82
SEQ,1,350,30,486,67.0037,65.8537,82
SEQ,1,350,30,487,67.0037,65.8537,82
SEQ,1,350,30,488,67.0037,65.8537,82
SEQ,1,350,30,489,67.0037,65.8537,82
SEQ,1,350,30,490,67.0037,65.8537,82
SEQ,1,350,30,491,67.0037,65.8537,82
SEQ,1,350,30,492,67.0037,65.8537,82
SEQ,1,350,30,493,67.0037,65.8537,82
SEQ,1,350,30,494,67.0037,65.8537,82
SEQ,1,350,30,495,67.0037,65.8537,82
SEQ,1,350,30,496,67.0037,65.8537,82
SEQ,1,350,30,497,67.0037,65.8537,82
SEQ,1,350,30,498,67.0037,65.8537,82
SEQ,1,350,30,499,67.0037,65.8537,82
SEQ,1,350,30,500,67.0037,65.8537,82
